US10box_006,42.365336,-102.995017,HEMINGFORD,NE
US10box_007,42.167266,-102.800522,ALLIANCE,NE
US10box_008,42.270909,-103.145987,Hemingford,NE
US10box_009,42.393523,-102.881006,Northeast,NE
US10box_010,42.112322,-103.434447,Hemingford,NE
US10box_013,42.115374,-102.889629,Northeast,NE
US10box_014,42.297396,-102.859623,ALLIANCE,NE
US10box_020,42.316777,-103.078812,Hemingford,NE
US10box_023,42.408805,-102.789911,Marple,NE
US10box_024,42.326271,-102.99369,Northeast,NE
US10box_030,42.235919,-103.307505,Lawn Election Precinct,NE
US10boyd002,42.909098,-98.849157,BUTTE,NE
US10boyd003,42.914166,-98.659757,SPENCER,NE
US10boyd005,42.910088,-98.843198,BUTTE,NE
US10brow001,42.536001,-99.70939,Long Pine,NE
US10brow003,42.628424,-100.013363,Sparks,NE
US10brow004,42.542047,-100.119457,Sparks,NE
US10brow005,42.673997,-99.769596,Sparks,NE
US10brow006,42.572055,-100.054383,AINSWORTH,NE
US10brow007,42.700135,-100.067651,JOHNSTOWN,NE
US10brow008,42.324363,-100.061073,Ainsworth,NE
US10brow009,42.326134,-100.010386,Ainsworth,NE
US10buff001,40.782506,-99.102216,Kearney,NE
US10buff002,40.706036,-99.114374,Kearney,NE
US10buff003,40.945442,-98.846366,RAVENNA,NE
US10buff004,40.690491,-99.094209,KEARNEY,NE
US10buff005,40.858617,-98.923049,GIBBON,NE
US10buff006,40.923931,-99.388112,Harrison,NE
US10buff007,40.988825,-98.869753,RAVENNA,NE
US10buff008,40.959768,-98.963144,RAVENNA,NE
US10buff010,40.979509,-99.063763,PLEASANTON,NE
US10buff011,40.77255,-98.730784,Shelton,NE
US10buff012,40.74913,-98.847789,GIBBON,NE
US10buff013,40.699565,-99.405905,Elm Creek,NE
US10buff015,40.847378,-99.32772,Amherst,NE
US10buff017,40.723412,-99.103529,KEARNEY,NE
US10buff018,40.664906,-99.085988,KEARNEY,NE
US10buff019,40.973741,-98.802404,Ravenna,NE
US10buff020,40.740663,-99.065115,Kearney,NE
US10buff025,40.741471,-99.159997,KEARNEY,NE
US10buff034,40.816611,-98.836051,GIBBON,NE
US10buff036,40.785276,-99.165424,RIVERDALE,NE
US10buff039,40.815643,-98.834989,Gibbon,NE
US10burt001,41.726676,-96.156011,Summit,NE
US10burt002,41.697791,-96.360342,Craig,NE
US10burt003,41.857725,-96.470413,Oakland,NE
US10burt004,41.785477,-96.407255,Craig,NE
US10butl003,41.12317,-97.367414,SURPRISE,NE
US10butl004,41.220087,-97.348619,Summit,NE
US10butl005,41.185425,-97.253396,Olive,NE
US10butl008,41.161212,-96.997738,Oak Creek,NE
US10butl010,41.297811,-97.350282,Alexis,NE
US10butl011,41.322133,-97.344938,RISING CITY,NE
US10butl013,41.35237,-97.234397,BELLWOOD,NE
US10butl015,41.07044,-97.368143,Read,NE
US10butl020,41.255767,-97.130142,David City,NE
US10cass001,40.994752,-95.897338,Omaha,NE
US10cass005,40.863446,-96.120314,WEEPING WATER,NE
US10cass010,40.804785,-96.446675,EAGLE,NE
US10cass011,41.029319,-95.986952,Omaha,NE
US10ceda001,42.627915,-97.268968,Hartington,NE
US10ceda002,42.765654,-97.302874,Saint Helena,NE
US10ceda003,42.496708,-97.427266,Precinct,NE
US10ceda004,42.699475,-97.446103,CROFTON,NE
US10ceda005,42.815508,-97.465081,Precinct,NE
US10ceda006,42.496798,-97.269605,COLERIDGE,NE
US10ceda008,42.669489,-97.172463,Hartington,NE
US10ceda009,42.565214,-97.13776,Coleridge,NE
US10ceda010,42.743217,-97.17082,Wynot,NE
US10ceda011,42.801211,-97.367247,SAINT HELENA,NE
US10ceda012,42.50443,-97.207414,Coleridge,NE
US10ceda013,42.669489,-97.172463,Hartington,NE
US10ceda014,42.395327,-97.032271,Laurel,NE
US10ceda015,42.372293,-97.358774,Randolph,NE
US10ceda016,42.597379,-97.020977,Precinct,NE
US10ceda017,42.677737,-97.426247,Precinct,NE
US10ceda020,42.703322,-97.390396,FORDYCE,NE
US10ceda021,42.809233,-97.248414,Saint Helena,NE
US10ceda026,42.728346,-97.246685,HARTINGTON,NE
US10chas001,40.515692,-101.645023,Imperial,NE
US10chas002,40.46118,-101.591298,Imperial,NE
US10chas003,40.407681,-101.623798,IMPERIAL,NE
US10chas004,40.625542,-101.537642,IMPERIAL,NE
US10chas005,40.548408,-101.774894,Imperial,NE
US10chas006,40.494633,-101.843367,Venango,NE
US10chas007,40.623023,-101.910618,Venango,NE
US10chas008,40.549809,-101.988881,Lamar,NE
US10chas009,40.660716,-101.420375,WAUNETA,NE
US10chas010,40.523423,-101.618917,IMPERIAL,NE
US10chas011,40.567009,-101.723815,Imperial,NE
US10chas012,40.484224,-101.904379,Lamar,NE
US10chas013,40.677831,-101.914237,CHAMPION,NE
US10chas016,40.523601,-101.988125,CHAMPION,NE
US10chas017,40.614645,-101.344642,WAUNETA,NE
US10chas018,40.509794,-101.362602,WAUNETA,NE
US10chas019,40.505608,-101.496863,Imperial,NE
US10chas021,40.428013,-101.43185,Wauneta,NE
US10chas023,40.68438,-101.643141,IMPERIAL,NE
US10chas024,40.364908,-101.436626,WAUNETA,NE
US10chas025,40.421854,-101.722782,CHAMPION,NE
US10chas026,40.624555,-101.780489,IMPERIAL,NE
US10chas027,40.470364,-101.748083,Imperial,NE
US10chas028,40.465563,-101.532965,Imperial,NE
US10chas029,40.443399,-101.784577,Imperial,NE
US10chas030,40.580329,-101.419715,WAUNETA,NE
US10chas031,40.378925,-101.542176,ENDERS,NE
US10chas032,40.377836,-101.85499,HAIGLER,NE
US10chas033,40.393086,-101.77941,CHAMPION,NE
US10chas034,40.427816,-101.490099,Ough Election Precinct,NE
US10chas035,40.654632,-101.438338,Logan Election Precinct,NE
US10chas036,40.63695,-101.456962,Imperial,NE
US10cher001,42.344624,-101.110331,Mother Lake Election Precinct,NE
US10cher004,42.139882,-100.525743,Mother Lake Election Precinct,NE
US10cher005,42.872008,-100.544842,VALENTINE,NE
US10cher006,42.295984,-100.216357,Ainsworth,NE
US10cher007,42.952566,-100.714646,Crookston,NE
US10cher008,42.987496,-100.232999,Sparks,NE
US10cher009,42.45848,-100.565423,Sparks,NE
US10cher010,42.193169,-101.778542,HYANNIS,NE
US10cher011,42.662778,-100.486768,Sparks,NE
US10cher012,42.474814,-100.904697,Sparks,NE
US10cher013,42.356962,-100.643328,Merriman,NE
US10cher014,42.297761,-100.355801,Ainsworth,NE
US10cher016,42.937296,-101.244039,Cody,NE
US10cher017,42.703683,-100.626183,Sparks,NE
US10cher018,42.992318,-101.699361,Merriman,NE
US10cher019,42.865218,-101.405791,Cody,NE
US10cher022,42.977136,-100.573497,VALENTINE,NE
US10cher023,42.631889,-100.665769,Sparks,NE
US10cher024,42.821632,-101.284265,Cody,NE
US10cher025,42.658564,-100.271637,Sparks,NE
US10cher026,42.420191,-101.563563,Merriman,NE
US10cher027,42.894077,-101.268967,Cody,NE
US10cher028,42.808024,-101.617324,Merriman,NE
US10cher032,42.661109,-100.66299,Sparks,NE
US10chey002,41.263804,-102.886324,Gurley,NE
US10chey003,41.409757,-102.97199,Dalton,NE
US10chey004,41.155144,-103.107145,Brownson,NE
US10chey005,41.038651,-102.959362,Sidney,NE
US10chey007,41.127267,-102.970147,Sidney,NE
US10chey008,41.149042,-102.635449,Lodgepole,NE
US10chey009,41.105776,-102.810528,SIDNEY,NE
US10chey010,41.378889,-103.05012,DALTON,NE
US10chey012,41.221733,-102.725318,Lodgepole Election Precinct,NE
US10chey013,41.225208,-102.844943,Colton,NE
US10chey014,41.394828,-103.031685,Dalton,NE
US10chey015,41.292223,-102.801968,GURLEY,NE
US10chey016,41.413497,-102.699528,Cisco,NE
US10chey017,41.210522,-103.299228,Potter,NE
US10chey018,41.375677,-103.109525,Union Valley Election Precinct,NE
US10chey019,41.325694,-102.992526,Gurley,NE
US10chey021,41.155095,-102.984203,SIDNEY,NE
US10chey022,41.129909,-102.962625,SIDNEY,NE
US10chey024,41.41889,-102.983069,Dalton,NE
US10chey025,41.128899,-102.969909,Sidney,NE
US10chey026,41.259397,-103.264724,Potter Election Precinct,NE
US10chey027,41.177992,-103.203139,POTTER,NE
US10chey028,41.033232,-102.928839,Sidney Rural Election Precinct,NE
US10chey029,41.394498,-103.368113,Potter Election Precinct,NE
US10chey030,41.38694,-103.294732,Potter Election Precinct,NE
US10chey031,41.178118,-102.647867,Lodgepole,NE
US10chey032,41.067623,-102.629442,LODGEPOLE,NE
US10chey033,41.02357,-103.268383,Lorenzo Election Precinct,NE
US10chey034,41.26478,-102.988874,GURLEY,NE
US10chey035,41.118414,-103.117958,Lorenzo,NE
US10chey036,41.13404,-103.224117,Potter,NE
US10chey037,41.062176,-103.222133,Mount Vernon,NE
US10chey038,41.236115,-102.694264,Lodgepole Election Precinct,NE
US10chey041,41.202433,-103.165512,POTTER,NE
US10chey045,41.280849,-102.932421,Gurley,NE
US10chey046,41.194118,-103.218851,Potter,NE
US10chey047,41.004304,-102.937628,SIDNEY,NE
US10chey049,41.047628,-103.199473,SIDNEY,NE
US10chey053,41.08442,-102.667736,LODGEPOLE,NE
US10chey056,41.351584,-102.809633,Gurley,NE
US10clay002,40.35047,-97.897125,EDGAR,NE
US10clay004,40.532241,-98.10704,Harvard,NE
US10clay005,40.403434,-97.995104,EDGAR,NE
US10clay007,40.509653,-98.24381,Level,NE
US10clay008,40.45229,-98.051421,FAIRFIELD,NE
US10clay009,40.611258,-98.276722,HASTINGS,NE
US10clay012,40.669586,-98.167995,HARVARD,NE
US10clay013,40.462141,-98.069677,Clay Center,NE
US10clay015,40.611586,-97.85236,Sutton,NE
US10clay017,40.452043,-97.906497,EDGAR,NE
US10clay018,40.525861,-98.053622,CLAY CENTER,NE
US10clay020,40.530936,-98.108419,CLAY CENTER,NE
US10clay021,40.48633,-98.108319,CLAY CENTER,NE
US10clay023,40.447166,-98.051414,FAIRFIELD,NE
US10clay024,40.693862,-98.053203,Harvard,NE
US10clay025,40.422946,-98.219336,FAIRFIELD,NE
US10clay027,40.452503,-98.21955,Little Blue,NE
US10clay029,40.408562,-98.108708,FAIRFIELD,NE
US10clay037,40.596726,-97.867253,Sutton,NE
US10clay039,40.623387,-98.091597,Clay Center,NE
US10clay041,40.520011,-98.052474,Clay Center,NE
US10colf001,41.702322,-97.07894,CLARKSON,NE
US10colf002,41.583305,-97.002709,ROGERS,NE
US10colf003,41.597709,-97.16142,CLARKSON,NE
US10colf005,41.418541,-97.252536,COLUMBUS,NE
US10cumi002,41.805261,-96.690727,WEST POINT,NE
US10cumi003,41.864397,-96.79925,West Point,NE
US10cumi005,41.913216,-96.641071,West Point,NE
US10cumi006,41.982334,-96.90996,WISNER,NE
US10cumi007,41.820107,-96.710247,West Point,NE
US10cumi008,41.930117,-96.807978,Beemer,NE
US10cumi009,42.002807,-96.571849,BANCROFT,NE
US10cumi010,41.798148,-96.792981,West Point,NE
US10cumi011,42.003515,-96.709517,BANCROFT,NE
US10cumi012,42.014887,-96.575571,BANCROFT,NE
US10cust001,41.131819,-99.75179,Oconto,NE
US10cust002,41.654638,-99.462074,SARGENT,NE
US10cust003,41.420607,-100.192962,Arnold,NE
US10cust004,41.148598,-100.195187,GOTHENBURG,NE
US10cust005,41.271481,-99.529145,BROKEN BOW,NE
US10cust007,41.2898,-99.376108,ANSLEY,NE
US10cust008,41.524855,-99.715521,Merna,NE
US10cust009,41.52849,-99.836412,Merna,NE
US10cust010,41.172651,-99.616078,Buckeye,NE
US10cust011,41.501892,-100.021161,Cliff,NE
US10cust012,41.629264,-99.90894,Anselmo,NE
US10cust013,41.646203,-99.919607,Anselmo,NE
US10cust014,41.542361,-100.068859,Pleasant Hill,NE
US10cust015,41.716732,-99.983913,ANSELMO,NE
US10cust016,41.600479,-99.750115,ANSELMO,NE
US10cust017,41.225882,-99.662434,BROKEN BOW,NE
US10cust020,41.277356,-100.158253,GOTHENBURG,NE
US10cust021,41.451771,-99.974656,MERNA,NE
US10cust022,41.409215,-99.469568,Westerville,NE
US10cust027,41.711986,-99.702844,ANSELMO,NE
US10cust028,41.640468,-99.390336,SARGENT,NE
US10cust029,41.556593,-99.236384,COMSTOCK,NE
US10cust032,41.423017,-99.886158,MERNA,NE
US10cust039,41.288889,-99.923916,Callaway,NE
US10cust040,41.287273,-99.706115,Broken Bow,NE
US10cust041,41.400538,-99.584801,Broken Bow,NE
US10cust042,41.628638,-99.742256,Milburn,NE
US10cust045,41.411949,-99.637832,Broken Bow,NE
US10dako002,42.347934,-96.61872,HUBBARD,NE
US10dako003,42.387893,-96.591711,Jackson,NE
US10dawe001,42.829339,-102.99413,Chadron,NE
US10dawe002,42.830277,-102.995655,Chadron,NE
US10dawe003,42.769306,-103.021635,Chadron,NE
US10dawe005,42.717917,-103.011104,CHADRON,NE
US10dawe006,42.673322,-103.281795,Crawford,NE
US10dawe007,42.803314,-103.05143,Chadron,NE
US10dawe010,42.626288,-102.812678,HAY SPRINGS,NE
US10dawe011,42.560523,-103.069526,MARSLAND,NE
US10dawe012,42.755405,-103.335178,WHITNEY,NE
US10dawe013,42.549386,-103.362321,CRAWFORD,NE
US10dawe015,42.452533,-102.987571,HEMINGFORD,NE
US10dawe016,42.697365,-103.378897,CRAWFORD,NE
US10dawe017,42.466766,-103.145164,Precinct,NE
US10dawe018,42.517323,-103.111593,Hemingford,NE
US10dawe019,42.711957,-103.006452,Chadron,NE
US10dawe023,42.457082,-102.930001,HEMINGFORD,NE
US10dawe025,42.845766,-103.06719,CHADRON,NE
US10dawe026,42.667605,-103.067045,Dawes County,NE
US10dawe027,42.611103,-103.086576,CHADRON,NE
US10dawe030,42.455281,-103.233973,Marsland,NE
US10daws001,40.865316,-99.847945,Cozad,NE
US10daws002,40.786214,-99.718541,Lexington,NE
US10daws003,40.780796,-99.559133,Overton,NE
US10daws004,40.884755,-100.033011,Cozad,NE
US10daws005,40.702934,-99.699991,Lexington,NE
US10daws006,40.699885,-99.578818,Overton,NE
US10daws007,41.001048,-100.166938,German Election Precinct,NE
US10daws008,40.796496,-99.995399,Cozad,NE
US10daws009,40.88713,-100.166756,Gothenburg,NE
US10daws010,40.945271,-99.560444,SUMNER,NE
US10daws011,40.925009,-99.445179,Miller,NE
US10daws012,41.011747,-99.624584,Eddyville,NE
US10daws013,40.750277,-99.459928,Elm Creek,NE
US10daws014,40.713463,-99.521723,Overton,NE
US10daws015,40.711038,-100.118664,Farnam,NE
US10daws017,40.871524,-99.981023,COZAD,NE
US10daws018,40.939412,-100.157769,Gothenburg,NE
US10deue001,41.093665,-102.476383,CHAPPELL,NE
US10deue002,41.095637,-102.470792,Chappell,NE
US10deue003,41.086892,-102.469377,CHAPPELL,NE
US10deue004,41.149626,-102.322879,CHAPPELL,NE
US10deue005,41.108487,-102.32298,CHAPPELL,NE
US10deue009,41.061187,-102.088982,Big Springs,NE
US10deue010,41.128378,-102.456449,Chappell,NE
US10deue012,41.048019,-102.584648,Chappell,NE
US10deue013,41.094663,-102.458514,Chappell,NE
US10deue015,41.00235,-102.240748,Julesburg,CO
US10deue016,41.051471,-102.073333,Big Springs,NE
US10deue018,41.183066,-102.572783,LODGEPOLE,NE
US10deue020,41.126437,-102.245888,Big Springs,NE
US10deue021,41.091588,-102.557779,CHAPPELL,NE
US10deue025,41.094143,-102.476306,CHAPPELL,NE
US10dixo001,42.42902,-96.978775,DIXON,NE
US10dixo003,42.3076,-96.79639,WAKEFIELD,NE
US10dixo005,42.561455,-96.705178,Ponca,NE
US10dixo006,42.576809,-96.868728,Newcastle,NE
US10dodg005,41.669352,-96.626853,Cuming,NE
US10dodg012,41.654454,-96.507281,Hooper,NE
US10doug001,41.220448,-96.147535,Omaha,NE
US10doug002,41.198937,-96.184122,OMAHA,NE
US10doug005,41.258048,-96.178492,Omaha,NE
US10doug006,41.265991,-95.992684,OMAHA,NE
US10doug007,41.280911,-96.159402,Omaha,NE
US10doug009,41.197695,-96.151997,OMAHA,NE
US10doug012,41.288975,-96.331279,Union,NE
US10doug013,41.333805,-95.982607,Omaha,NE
US10doug014,41.216587,-96.145518,Omaha,NE
US10doug015,41.320048,-95.975218,Omaha,NE
US10doug018,41.29255,-96.00618,Omaha,NE
US10doug019,41.197622,-96.073843,OMAHA,NE
US10doug020,41.290014,-96.027934,Omaha,NE
US10doug021,41.296393,-96.247297,Omaha,NE
US10doug022,41.116622,-96.133144,Omaha,NE
US10doug024,41.284385,-96.101441,OMAHA,NE
US10doug025,41.363976,-96.15594,Bennington,NE
US10doug029,41.252239,-96.184181,Omaha,NE
US10doug031,41.258491,-96.229661,Millard Election Precinct,NE
US10doug033,41.293948,-96.163108,Omaha,NE
US10doug035,41.268991,-96.116059,Omaha,NE
US10doug036,41.311438,-96.141164,Omaha,NE
US10doug046,41.300278,-96.039782,Omaha,NE
US10doug051,41.355204,-96.214104,Douglas County,NE
US10doug052,41.25344,-96.330424,WATERLOO,NE
US10doug053,41.249893,-96.171406,Omaha,NE
US10doug054,41.312015,-96.178014,Douglas County,NE
US10doug055,41.365336,-96.387814,Douglas County,NE
US10doug057,41.204131,-96.105129,Omaha,NE
US10doug059,41.20605,-96.181231,Omaha,NE
US10doug064,41.334887,-96.365964,Union,NE
US10dund001,40.053205,-101.533701,BENKELMAN,NE
US10dund002,40.113834,-101.406957,MAX,NE
US10dund003,40.020505,-101.342868,BENKELMAN,NE
US10dund004,40.149348,-101.682305,PARKS,NE
US10dund005,40.147999,-101.428453,MAX,NE
US10dund006,40.227194,-101.38148,STRATTON,NE
US10dund007,40.223631,-101.587731,BENKELMAN,NE
US10dund008,40.320834,-101.873121,HAIGLER,NE
US10dund009,40.288101,-101.700588,PARKS,NE
US10dund010,40.117803,-101.780886,PARKS,NE
US10dund011,40.155246,-101.474006,MAX,NE
US10dund013,40.292658,-101.36204,WAUNETA,NE
US10dund014,40.075925,-101.581152,BENKELMAN,NE
US10dund015,40.33571,-101.431775,WAUNETA,NE
US10dund016,40.321486,-101.531629,ENDERS,NE
US10dund017,40.132319,-101.862778,HAIGLER,NE
US10dund018,40.33603,-101.345025,WAUNETA,NE
US10dund019,40.1053,-101.580174,BENKELMAN,NE
US10dund020,40.335407,-101.37977,WAUNETA,NE
US10dund022,40.240219,-101.701841,PARKS,NE
US10dund023,40.11914,-101.732742,BENKELMAN,NE
US10fill001,40.635331,-97.554321,Fairmont,NE
US10fill002,40.634038,-97.584233,Fairmont,NE
US10fill003,40.378568,-97.73018,Shickley,NE
US10fill005,40.540756,-97.671739,FAIRMONT,NE
US10fill006,40.408407,-97.37556,OHIOWA,NE
US10fill007,40.350765,-97.501419,STRANG,NE
US10fill008,40.519432,-97.598658,Geneva,NE
US10fill010,40.654881,-97.519991,FAIRMONT,NE
US10fill011,40.586835,-97.691029,GRAFTON,NE
US10fill012,40.489535,-97.7475,SHICKLEY,NE
US10fill014,40.538978,-97.43501,MILLIGAN,NE
US10fill015,40.52682,-97.598141,Geneva,NE
US10fill019,40.436016,-97.482661,OHIOWA,NE
US10fran001,40.074223,-98.81943,Riverton,NE
US10fran002,40.275121,-99.028529,HILDRETH,NE
US10fran003,40.286643,-98.920447,Upland,NE
US10fran004,40.097952,-98.957341,Franklin,NE
US10fran005,40.077932,-99.141288,Naponee,NE
US10fran006,40.262348,-99.10755,Hildreth,NE
US10fran007,40.278003,-99.15523,WILCOX,NE
US10fran008,40.105886,-98.948069,Franklin,NE
US10fran009,40.248321,-98.854971,UPLAND,NE
US10fran013,40.059199,-99.154577,Naponee,NE
US10fran014,40.33624,-99.04174,Hildreth,NE
US10fran015,40.100204,-98.92145,Franklin,NE
US10fron002,40.556049,-100.438717,CURTIS,NE
US10fron003,40.376639,-100.412719,Fritsch Election Precinct,NE
US10fron004,40.628969,-100.528106,Curtis,NE
US10fron005,40.364159,-100.366792,Fritsch Election Precinct,NE
US10fron007,40.659626,-100.623515,MAYWOOD,NE
US10fron008,40.630879,-100.515933,Curtis,NE
US10fron009,40.619657,-100.046779,EUSTIS,NE
US10fron010,40.689275,-100.100205,Ringgold Election Precinct,NE
US10fron011,40.569972,-100.115176,EUSTIS,NE
US10fron012,40.404882,-100.363429,Fritsch Election Precinct,NE
US10fron014,40.397656,-100.637131,Curtis,NE
US10fron015,40.510437,-100.648938,MAYWOOD,NE
US10fron016,40.562086,-100.054783,Ringgold Election Precinct,NE
US10fron017,40.385987,-100.170076,Cambridge,NE
US10fron018,40.542066,-100.2875,FARNAM,NE
US10fron019,40.502652,-100.501624,CURTIS,NE
US10furn001,40.302339,-100.157108,CAMBRIDGE,NE
US10furn002,40.292708,-99.670289,OXFORD,NE
US10furn003,40.180047,-99.817914,Beaver City,NE
US10furn004,40.050001,-99.81742,BEAVER CITY,NE
US10furn005,40.30648,-99.986419,ARAPAHOE,NE
US10furn006,40.011726,-100.00342,WILSONVILLE,NE
US10furn007,40.072869,-99.667458,STAMFORD,NE
US10furn008,40.088742,-99.890383,BEAVER CITY,NE
US10furn009,40.219439,-100.016053,HOLBROOK,NE
US10furn010,40.147388,-99.894812,BEAVER CITY,NE
US10furn014,40.132333,-99.824435,BEAVER CITY,NE
US10furn015,40.244184,-99.949727,Arapahoe Election Precinct,NE
US10furn018,40.249054,-99.6367,OXFORD,NE
US10furn019,40.277867,-99.733113,OXFORD,NE
US10furn020,40.114737,-100.104269,WILSONVILLE,NE
US10furn022,40.307241,-99.905435,ARAPAHOE,NE
US10furn024,40.221513,-100.109263,CAMBRIDGE,NE
US10furn025,40.284944,-100.179192,Cambridge,NE
US10gage002,40.279977,-96.735952,Beatrice,NE
US10gage003,40.051917,-96.576745,WYMORE,NE
US10gage004,40.306365,-96.87488,Blakely,NE
US10gage007,40.030666,-96.881951,Glenwood,NE
US10gage008,40.363844,-96.677856,PICKRELL,NE
US10gage009,40.008636,-96.703135,WYMORE,NE
US10gage012,40.500175,-96.705289,CORTLAND,NE
US10gage013,40.290722,-96.535876,FILLEY,NE
US10gage015,40.132151,-96.629476,BLUE SPRINGS,NE
US10gage017,40.214268,-96.595482,BEATRICE,NE
US10gage018,40.044655,-96.512421,LIBERTY,NE
US10gage020,40.378602,-96.913493,DE WITT,NE
US10gage021,40.468954,-96.831811,Clatonia,NE
US10gage022,40.117779,-96.878817,DILLER,NE
US10gage023,40.074146,-96.760795,Wymore,NE
US10gage025,40.504003,-96.588891,Lancaster County,NE
US10gage026,40.452841,-96.509753,ADAMS,NE
US10gage035,40.267058,-96.714335,BEATRICE,NE
US10gard002,41.412033,-102.443781,LODGEPOLE,NE
US10gard003,41.309635,-102.532776,Oshkosh Number,NE
US10gard004,41.411526,-102.345687,OSHKOSH,NE
US10gard009,41.337046,-102.101829,LEWELLEN,NE
US10gard010,41.975912,-102.389471,Lakeside,NE
US10gard011,41.403953,-102.344911,Oshkosh,NE
US10gard016,41.236398,-102.425903,Chappell Election Precinct,NE
US10gard019,41.387606,-102.178411,LEWELLEN,NE
US10garf001,41.794928,-99.107571,BURWELL,NE
US10garf002,42.019814,-98.914333,BURWELL,NE
US10garf003,41.862115,-99.098374,Burwell,NE
US10garf004,42.056608,-98.991441,BURWELL,NE
US10garf005,42.011431,-98.900814,Swan Lake,NE
US10garf006,41.785988,-99.130755,Burwell,NE
US10garf007,41.722762,-99.015914,Burwell,NE
US10garf009,41.756697,-99.145307,BURWELL,NE
US10garf010,41.825564,-99.186663,Burwell,NE
US10garf011,41.968816,-99.145039,BURWELL,NE
US10gosp001,40.397331,-99.676183,Lincoln Election Precinct,NE
US10gosp002,40.438159,-99.837807,ARAPAHOE,NE
US10gosp003,40.343373,-99.574541,OXFORD,NE
US10gosp004,40.387336,-99.973534,ARAPAHOE,NE
US10gosp006,40.408709,-99.662821,BERTRAND,NE
US10gran003,41.816827,-101.439162,MULLEN,NE
US10gran004,41.968972,-102.020582,ASHBY,NE
US10gran008,41.972661,-101.46782,WHITMAN,NE
US10gran009,41.99907,-101.755015,HYANNIS,NE
US10gran010,41.899381,-101.953556,ASHBY,NE
US10gran011,41.85164,-101.435922,WHITMAN,NE
US10gran013,41.972661,-101.46782,WHITMAN,NE
US10gree002,41.688157,-98.361533,Spalding,NE
US10gree003,41.421308,-98.696126,Scotia,NE
US10gree004,41.462441,-98.631027,Scotia,NE
